,intercept,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24,band25,band26,band27,band28,band29,band30,band31,band32,band33,band34,band35,band36,band37,band38,band39,band40,band41,band42,band43,band44,band45,band46,band47,band48,band49,band50,band51,band52,band53,band54,band55,band56,band57,band58,band59,band60,band61,band62,band63,band64,band65,band66,band67,band68,band69,band70,band71,band72,band73,band74,band75,band76,band77,band78,band79,band80,band81,band82,band83,band84,band85,band86,band87,band88,band89,band90,band91,band92,band93,band94,band95,band96,band97,band98,band99,band100,band101,band102,band103,band104,band105,band106,band107,band108,band109,band110,band111,band112,band113,band114,band115,band116,band117,band118,band119,band120,band121,band122,band123,band124,band125,band126,band127,band128,band129,band130,band131,band132,band133,band134,band135,band136,band137,band138,band139,band140,band141,band142,band143,band144,band145,band146,band147,band148,band149,band150,band151,band152,band153,band154,band155,band156,band157,band158,band159,band160,band161,band162,band163,band164,band165,band166,band167,band168,band169,band170,band171,band172,band173,band174,band175,band176,band177,band178,band179,band180,band181,band182,band183,band184,band185,band186,band187,band188,band189,band190,band191,band192,band193,band194,band195,band196,band197,band198,band199,band200,band201,band202,band203,band204,band205,band206,band207,band208,band209,band210,band211,band212,band213,band214,band215,band216,band217,band218,band219,band220,band221,band222,band223,band224,band225,band226,band227,band228,band229,band230,band231,band232,band233,band234,band235,band236,band237,band238,band239,band240,band241,band242,band243,band244,band245,band246,band247,band248,band249,band250,band251,band252,band253,band254,band255,band256,band257,band258,band259,band260,band261,band262,band263,band264,band265,band266,band267,band268,band269,band270,band271,band272,band273,band274,band275,band276,band277,band278,band279,band280,band281,band282,band283,band284,band285,band286,band287,band288,band289,band290,band291,band292,band293,band294,band295,band296,band297,band298,band299,band300,band301,band302,band303,band304,band305,band306,band307,band308,band309,band310,band311,band312,band313,band314,band315,band316,band317,band318,band319,band320,band321,band322,band323,band324,band325,band326,band327,band328,band329,band330,band331,band332,band333,band334,band335,band336,band337,band338,band339,band340,band341,band342,band343,band344,band345,band346,band347,band348,band349,band350,band351,band352,band353,band354,band355,band356,band357,band358,band359,band360,band361,band362,band363,band364,band365,band366,band367,band368,band369,band370,band371,band372,band373,band374,band375,band376,band377,band378,band379,band380,band381,band382,band383,band384,band385,band386,band387,band388,band389,band390,band391,band392,band393,band394,band395,band396,band397,band398,band399,band400,band401,band402,band403,band404,band405,band406,band407,band408,band409,band410,band411,band412,band413,band414,band415,band416,band417,band418,band419,band420,band421,band422,band423,band424,band425,band426
0,702.818007959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.985390913,322.372866839,231.734398953,160.940431639,193.234064468,-12.6821329172,-41.3017112125,10.6140471191,84.8562359837,-9.30110009526,83.140516024,93.6705822347,27.0744646133,33.6199124303,12.709791616,-74.3577391536,-9.39365904761,89.3787151673,215.273806998,380.032870568,526.748235635,591.779631,619.935811456,464.450271525,307.489741139,187.953964701,64.3017893761,-4.03643212387,-80.5451223851,-78.2665462,-22.3907340581,7.92580153388,-39.7679182383,-8.18056960092,-27.3942121984,46.2707382851,95.7468686364,52.3762270738,8.32303988878,-39.6483851135,-10.6813636809,-61.4862626342,-72.0768161996,-82.0024287114,-27.1813128041,-34.4498265789,17.2832372363,-61.9373509802,-176.27760697,-294.993506113,-368.940768979,-499.339076276,-438.841573402,-253.548489757,-194.007663173,-212.348021644,-483.898870281,-620.427764645,-441.398460293,-184.320007139,254.02929188,289.968928681,291.492958146,217.106289334,56.4603264021,274.37011499,274.286324118,449.142962426,334.696763353,1704.8606331,574.155681972,189.619722669,42.4921622721,87.8145485789,-176.916896714,-55.8733184169,-336.439696771,-292.250035073,-399.690476769,-504.559834708,-364.96877425,-436.998768038,-387.407700372,-187.788566468,-168.957713306,-34.9341126164,-202.406224777,-22.888995029,70.1104599651,-32.4082863152,155.378684872,-43.2621846705,-32.94556822,-5.89935263123,-182.443265374,-311.210751323,-274.41519108,-399.161636495,-399.092684262,-388.514298538,-310.953928993,-382.723505378,-727.484181114,-429.853986617,-3.9510157092,-235.782984511,402.737487439,470.948663351,611.371587853,557.110500545,134.688376751,-7.80254426874,116.283389764,-10.6556062577,-90.9894976427,-98.8963162058,-289.763977358,-101.462578615,-235.97109361,-195.199406344,-202.811536494,-385.296424187,-217.817144746,-235.138998747,-30.4830604212,101.619480415,-74.7861000057,42.9560754964,47.3521479216,45.4079250657,197.744210183,295.128936339,194.908878286,183.179605682,188.224994984,166.762612414,77.7714975649,141.692704592,-66.8926462736,-187.58143024,197.72688545,37.3003743838,101.01919353,182.629777147,-489.009815663,-141.689334224,653.819144268,1005.57980978,465.91151773,402.276916757,115.198126237,-216.027450589,-638.098140257,-651.123257157,-672.077062629,-867.843570705,-970.979394815,-948.334178267,-1093.85484722,-854.384230621,-731.772858037,-201.692506292,84.3034532664,122.892125867,240.486632558,267.329427629,417.477056558,535.015072337,513.048466953,891.147574714,753.461625586,468.350938569,284.072705518,369.064769443,306.344577146,221.891440855,222.692540125,315.467641011,51.4326785815,369.025379848,97.6871316144,-8.04275178439,-194.83058503,39.9607651768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.151328305,-250.523917732,243.469252638,-9.74656302564,287.589420443,242.275039526,550.037567902,705.601533518,586.494426662,820.859837434,798.053008356,816.932365046,862.175736736,894.75474442,895.155461454,846.853103641,845.541110967,839.623641468,738.111690674,831.967660567,789.116640194,750.72542476,731.900061051,724.700397143,741.177783052,701.332676224,697.869924694,663.358074054,639.589522297,574.241546421,528.613925437,373.793316752,332.327814869,275.940833128,96.855287805,32.9272927103,-110.26465364,-267.982049616,-409.151540128,-693.423987112,-855.868633215,-870.915725607,-979.949862728,-877.353949,-816.26582238,-654.928355043,-562.530311679,-601.195578155,-635.744302937,-735.691175259,-745.650062501,-824.221126092,-960.350146558,-1152.31455649,-1376.10147053,-1198.03639278,-908.83210069,-627.98187362,-477.318095672,-333.489589736,-336.294573006,-129.802915018,-15.1563148867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-505.393829951,-487.347629515,-401.950231595,90.8561205603,128.668402404,42.0862841963,130.558914956,-90.5278372964,-191.707129176,-187.966664797,-169.797419125,-159.095843329,-122.863794223,77.6363048408,265.261491803,103.988599011,240.884840533,123.583764027,-19.805990923,-10.3181891756,95.7005012356,74.3507332813,64.4874764639,44.5355008465,6.7041795497,10.1882909894,-20.4516223111,-73.3012266082,-190.433268968,-303.692296833,-361.319612685,-426.04554913,-441.147561746,-465.482813014,-433.396592239,-421.589321931,-420.481594393,-339.531107154,-283.750794368,-291.565603546,-175.631652297,-147.702852637,-62.6787584099,-136.268863633,45.5010433551,112.941965218,282.606485485,292.103226767,363.382305004,349.131087876,397.56683023,366.703161355,484.374391853,427.2048309,336.989683762,308.30124375,175.20682374,161.746520319,225.616817033,144.365825442,4.28735406114,-46.1899071574,-86.0540222335,-174.600511287,-300.631307008,-407.509816329,-186.202882941,179.293984599,192.545549382,128.526697024,84.0801553863,69.6731930318,-143.415315039,-115.98225817,-32.8806691189,-51.9197333861,-47.6909714166,-0.548235564181,-196.221585776,-168.172546897,-230.900319136,-253.24025896,-173.82360361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,595.780609444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6070914526,43.8608093174,-19.4116939352,-136.029597724,145.013156456,-94.8910443257,-142.061637346,21.2722168779,82.2710503707,-95.6210564576,99.3129332647,75.8493054472,-3.11378393447,47.5032740408,104.193590589,-26.7933214657,13.0651990533,79.7586503147,161.820454038,332.605404459,467.792215787,442.282576002,589.08279909,507.023156956,354.938200717,329.543216029,191.604271974,50.8851215609,-11.9488337311,3.12589611057,13.8121843529,-20.1318181982,-62.765229034,-33.4232713109,-120.540671643,9.18939875047,50.4643095471,12.8318306327,-9.01492103997,-22.7885755868,42.3571603847,-12.1921371384,-44.104950483,-40.2681663605,-34.3085925174,-87.017004902,-27.3988562895,5.28700575975,-77.754533915,-100.577290788,-111.290251656,-286.150815555,-173.864777003,-9.32344485617,-72.6838349808,-197.621011002,-560.380925613,-780.298154284,-637.382027223,-251.483433809,336.046137872,459.941165792,143.445899816,37.1228412542,-193.358312439,246.928564134,371.919217376,721.828595142,313.383693867,1951.52866934,904.800484385,530.086751159,308.97897202,291.893304812,-51.1792058401,80.7024839032,-249.304243237,-188.650957176,-310.140215738,-547.437931678,-688.943948723,-675.296584069,-672.747650733,-398.575993011,-374.082752435,-130.614024098,-361.666585963,-123.24491586,-180.61404655,-274.967902152,-59.9381154911,-200.917007551,-58.5161250485,46.5899623401,-320.331902098,-302.495374004,-853.513799225,-515.535179446,-386.53830666,-381.695213377,-279.955310843,-340.184269008,-700.89422247,-465.292698153,190.573755154,321.533540716,976.229787678,416.951518695,827.968052008,174.340793998,172.18830254,-68.2864292205,-27.7138860482,-204.177013133,3.79272824842,-76.9720253932,-178.504039285,36.7943963594,-85.6711982472,9.20835497128,-113.261862457,-136.209496391,52.6372704492,-22.736602064,136.706500026,348.472963171,231.317092244,337.360129925,297.70440264,357.543473231,492.244733581,609.469361103,505.76909702,386.712494629,148.360433515,44.4829928606,4.71136315891,-73.6624094464,-627.325649091,-1151.9934197,452.384003913,893.282589715,-201.823264809,-472.763932108,-887.969776363,-588.124540581,878.226182327,860.25423385,65.8216740436,302.266109401,151.666443419,-370.147328476,-822.571895448,-704.466776844,-701.713324369,-824.679242997,-896.945251356,-1036.5235694,-1307.65546575,-1104.14505695,-1057.17947725,-187.239362754,107.735298236,294.2191692,293.324186876,339.696970987,448.309283895,476.876355198,268.277164883,793.878832738,429.748638669,234.365055001,74.6657050159,461.456703811,395.536686888,164.329340525,230.529838271,209.703672575,210.152670633,526.075127278,505.961840303,347.60626451,591.237048976,624.472979597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.8630181213,-86.9202022469,563.065902067,99.0177972666,632.990858773,348.989623558,506.02850915,466.014861137,266.235272455,598.063885397,533.241534211,581.455731243,566.861656127,679.912336983,695.334511934,619.565747863,603.67710588,593.517494685,593.039856074,703.581604259,688.515174666,659.969043588,599.636553327,593.398367621,777.030170412,805.363927251,761.854606864,786.547584287,832.029117448,695.80875607,677.139069487,623.312287475,590.595292333,519.44682934,334.208794989,308.884929519,63.2342826475,-100.642800268,-204.932175464,-689.694771094,-1053.73143405,-1320.14979548,-1479.1755458,-1431.1446599,-1145.61806569,-709.084212833,-318.96237146,-214.828427004,-233.729034604,-398.547604592,-318.342018346,-521.585419335,-799.621936035,-1227.31663996,-1667.01120797,-1268.43342995,-1038.03019473,-587.60853395,-424.089090617,-121.403521268,-207.052943807,221.500299252,317.570320847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-204.88434495,-161.271234413,-370.235281972,45.4400682618,239.796672349,-3.18823480769,-114.25548462,-136.212277541,-151.579769786,-151.670577407,-107.752133356,-142.607885844,-259.352222605,35.5856968881,26.8802438715,-0.725225120338,78.6646293012,32.4490901909,-85.7755094527,-89.7586721003,-22.3583257916,-6.13277038545,-113.328931571,-53.5137033312,-163.581537133,-167.715089985,-98.8419461882,-352.709272937,-403.030808407,-579.666143554,-644.374433395,-729.261708948,-630.352961277,-712.256394384,-559.966602,-565.71875819,-634.217087674,-474.072764308,-387.640459318,-371.21220145,-150.976128454,-150.039412812,-150.164986081,-214.267649287,28.3391941665,126.884921945,317.255076241,432.450560912,445.57267667,450.412827412,385.165173635,293.760123042,357.440642804,334.149980004,296.770105203,186.824912518,166.581503342,230.770143281,237.63870029,169.237491607,58.656055409,36.7125996683,-116.323647362,-138.660695849,-306.301152633,-385.530562718,-170.979484528,526.232024509,381.277369473,392.419072903,357.382489819,144.732771336,-80.5745898537,-6.62087895646,-78.6250922052,26.6162753641,-65.0457853052,146.613630566,-93.3853102748,221.109622637,108.368160918,243.74186835,207.082191701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,631.772126543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.054408696,192.370298669,201.055753172,130.668950841,163.458262837,68.0197595538,36.2114863425,77.1662018365,100.981787724,77.3681002688,146.369625993,180.744180074,88.1210158824,75.4433662385,66.3521348736,-7.38362521042,22.1297726745,95.4983224768,133.235968544,237.215480738,330.174528563,298.102660622,323.290295092,242.595096163,148.744829473,126.355548218,47.6177241342,26.209591356,-7.46866220697,33.0898420061,78.0441036457,111.277265889,76.0859032399,120.982205435,73.5376875284,128.328912726,174.487015987,170.495063169,143.913769234,70.0364826342,81.7305145118,27.8977636928,-0.136549232258,5.58872531756,46.2546235089,26.1081154441,55.2695521444,5.9573340389,-85.7796376246,-207.69372096,-292.513964947,-484.629032686,-402.716923448,-279.948352832,-232.528072921,-189.511589884,-394.314939135,-459.174527019,-266.547904566,-95.6861750555,92.6609821878,99.4476840792,-28.9600849671,-9.5753898361,-16.4552080394,285.433874082,361.206816001,569.053478868,274.807063237,1540.46316205,822.652742867,492.819583793,418.103567609,353.413459383,160.171796424,190.135883377,-40.1056324837,-92.8314747943,-114.594353157,-336.147253239,-449.167321984,-467.110092858,-410.255881054,-191.50068278,-87.5432821843,-74.9418401906,-116.546292757,13.6127766196,29.6997009877,-214.819118642,26.1626012053,-208.128283854,-174.137419858,-219.984106806,-365.743989753,-510.612382402,-824.274398111,-598.284722287,-619.492271643,-605.522066039,-516.217376084,-557.228082298,-822.001884072,-356.773752948,-169.054925168,-307.977765536,327.864989274,256.364903992,384.559499954,297.668947293,-4.30425823563,-160.705465227,-20.7920057628,-28.74646562,24.3312287035,-34.686877112,-122.889313702,-63.6576791912,-112.566809289,-103.69736109,-173.149047627,-223.6755546,-63.889912853,-58.0140794554,27.4454118785,112.004811672,58.1530417382,163.128981957,163.205476657,149.83318637,257.460415365,392.306365712,336.778153441,317.90146792,129.513867774,57.0552453659,5.55440507014,-52.2261599985,-461.343088911,-444.812071468,470.170320486,1175.68664547,-121.223795662,207.881816621,-507.143229896,41.8792550961,681.406804681,808.3393821,409.80754587,339.29795174,77.4718236384,-189.728658124,-559.293552552,-635.695020468,-635.430687061,-833.615847111,-966.49446759,-860.780219024,-966.280222629,-819.472763406,-628.897550748,-122.65724492,132.51675407,246.262559543,321.314686901,417.393188978,514.819401414,523.198152979,398.475197375,620.981530322,604.165101779,459.894379104,273.543662597,488.655881681,382.431226113,304.193729711,278.257275802,237.723605021,134.692427071,384.312048506,228.160665856,-83.425310089,-89.6250320891,-129.917510727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.2284262221,-193.576176489,526.551543664,95.3970188594,447.140346545,424.107758118,616.448771986,755.922788679,606.886865984,898.043004567,891.796234997,858.020861486,877.594638839,910.896979702,902.193329305,901.876729621,860.616109905,883.978440864,804.838053396,844.811872393,817.25403411,748.341645919,684.595936803,677.828825687,700.046530879,661.09263331,694.790041919,637.393121998,580.712649949,513.289963695,509.623071837,405.018684839,379.140300466,302.084202642,175.334673152,85.3765320663,39.8657536183,-62.8363372083,-212.939267543,-377.804584308,-596.832819548,-617.028343351,-770.181700157,-725.541517993,-678.480303921,-586.818486702,-518.946142799,-662.52222503,-722.62761238,-884.279654552,-955.231196636,-1070.95348884,-1227.61882497,-1322.70159819,-1567.08067715,-1268.2462204,-1092.44893865,-864.171880903,-754.421042944,-513.423137241,-597.469855059,-277.018823428,-284.97197266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-675.326752652,-609.25080405,-678.983178433,-332.30058476,-269.005633247,-368.283447801,-223.257037524,-298.302387666,-277.292808844,-266.263189931,-266.902496621,-186.78900346,-241.996152818,-84.2253019461,48.5169488907,-42.5152865263,138.89244564,119.258488585,64.1772837906,61.7445289216,103.535925957,166.735994976,157.735441383,127.447762739,64.497829923,90.4587612678,48.6907015579,-31.1318264938,-76.1158174091,-210.560356623,-236.536693074,-348.813042321,-350.37131383,-323.264736801,-322.113230029,-354.910489159,-339.811733529,-280.825214555,-286.33830955,-278.875147892,-109.431831823,-162.729697271,-102.374148046,-113.783371883,83.7210518209,106.952050637,290.508337184,321.30458792,386.014148168,371.058504116,394.951382877,380.331272249,423.228287908,387.429573807,297.30136926,225.350962648,177.263394944,154.991752252,157.155285618,89.6569490516,-22.7509880771,-47.9142015962,-118.535753689,-209.736810223,-289.317490222,-343.040833023,-131.404448453,224.439959916,178.750707233,163.624667549,121.951734233,65.2157597334,-154.738304247,-98.3464632504,15.9566766055,-10.1237915583,-64.3562540162,-9.76674897004,-148.666246069,-50.3069487473,-137.011306743,-176.887282618,-122.666618807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,319.962390295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.315731784,204.453967074,213.409512195,78.4509375783,177.069111608,-8.53341846415,-53.9855256085,-22.312106062,91.3304427317,33.0063888139,170.953713644,171.127561713,114.435472264,130.589502426,113.766659808,49.3862439191,81.9402023691,146.002240799,167.586752157,306.483483699,440.193123986,452.031384536,504.908985297,434.401991271,284.833490582,175.783166664,30.7053745051,-103.23114984,-181.319109434,-160.975245086,-200.962504064,-176.530525396,-247.46188051,-194.779034872,-242.428447347,-252.65998646,-155.25601994,-209.358307504,-182.566370803,-210.485193485,-154.648467985,-212.108514271,-203.315948558,-187.364630925,-207.669968438,-251.645554356,-132.173553659,-44.0634277333,9.6252725189,67.1854161198,144.040356593,140.262089175,157.725423936,271.449153286,163.790896847,-50.6742919079,-362.107636578,-385.658275759,13.783607718,246.576647821,541.086042714,415.620244027,100.356046948,-157.965236996,-256.350661557,24.077382194,221.553209211,522.253458724,224.583617449,1695.51931648,732.757986167,448.140538467,316.379403181,337.327965699,159.080909926,366.399768869,22.6639214029,-26.7962079814,-51.0975160752,-327.580009594,-364.674739665,-496.752793442,-362.842686968,-194.674034858,-142.447170555,9.27043697109,-187.286030112,-33.3666800925,-84.6150806708,-154.543479945,16.5424480651,-306.731567492,-277.142372898,-263.186474895,-388.407167688,-587.842556802,-896.241809851,-590.043842795,-548.980238248,-507.560663791,-525.040240904,-423.060464724,-754.89468038,-5.38964183766,429.192721605,698.450064894,834.715938725,397.843411172,577.101676111,322.94616852,230.897901585,153.946260067,87.4020786456,154.777061737,205.664759394,71.2396188029,8.6726379156,140.147602454,-30.9772521372,-24.109906422,-99.806198909,-139.001899699,28.5418349193,-116.145045112,89.7695452235,205.70490802,68.2133858352,112.521145634,32.3749212529,98.4840618367,342.536265903,349.170281966,419.404781055,347.34823177,245.343391115,212.408728015,51.0534169171,-118.027509664,-579.970108446,-923.570569294,295.513095986,1340.56006015,-445.054635162,231.089487324,-437.859666618,-256.91996907,186.089181838,462.789250985,-79.2058582178,-58.9707196037,-114.690859113,-456.494485172,-759.320739626,-760.722657488,-712.379109592,-946.732248758,-1116.25068395,-1066.30612442,-1224.49667491,-1006.87820929,-804.65845684,-164.60226485,158.1900636,272.082602374,456.896388926,483.680733799,560.642024833,568.675140175,398.431490751,637.981163362,629.645006014,474.726878383,433.782611569,823.168803734,650.730394144,528.204400349,509.314659771,535.022997249,301.495172677,535.319025935,429.660004771,71.2126516838,60.279285531,244.385090533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-272.556384753,-590.136915417,96.6905369857,-447.872874265,112.319705461,5.57223663659,166.762706937,426.771325764,370.821143186,745.22725144,758.598577892,782.029429404,786.180658446,914.504720815,922.477499724,910.411927679,888.653951911,862.71877627,792.771238217,830.600758496,807.246185722,738.558813392,602.260723852,646.489544874,624.89132976,629.077851657,732.31725749,637.780685248,539.327293524,492.796327834,578.397515833,511.040751299,528.658543683,519.872367496,305.054964617,248.346974813,100.474876674,-59.1387361231,-188.735644223,-506.002041832,-829.615119796,-977.463678468,-1138.69651212,-1113.29726979,-934.459262719,-720.062863438,-516.523130081,-507.507634805,-525.15192335,-601.964775919,-598.74641313,-704.634622802,-989.882597156,-1190.05206994,-1485.18527084,-1177.54286599,-983.378518058,-815.570068982,-581.96380952,-313.33307112,-434.756422979,-200.254628789,-320.023504051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-470.019150844,-412.235840222,-476.264504083,-36.8715330788,-97.3099082909,-273.257978723,-74.3578881358,-219.290470739,-139.249914026,-84.155845753,-96.4958719261,-44.3258677391,-132.61456665,43.6571465858,114.173286092,-86.1149989484,131.329089647,2.45136709114,-99.7399392916,-132.737655114,-31.448496289,9.66637656735,-54.6649419438,-30.3391255871,-118.386300073,-70.8519449367,-99.4110744929,-223.087983439,-277.732272093,-363.034520106,-406.61557553,-477.811623237,-445.3218321,-422.366991339,-339.124700576,-380.019232027,-379.11037018,-225.105808177,-196.285321631,-205.35191198,18.109080015,-43.847940628,-2.28412842895,-105.715993686,203.020468659,226.412211018,497.628702341,410.944025142,449.919203061,415.684847692,402.490201353,298.927270956,313.686968832,249.756188702,285.542370007,187.48538993,173.855072245,207.6520302,242.226395349,239.02629571,192.476117068,220.04526856,149.827029224,121.015312832,-1.92307021086,-72.4241117408,137.397494813,431.158916254,318.627081315,371.635923505,220.125952125,200.117942124,-18.681450838,49.2610988472,32.5733753894,108.118176591,47.7942684907,140.263385927,-181.977614696,99.5391823279,23.9738092866,71.1356697154,55.5091898123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
